,pax_number
0,0.0
1,172.0
2,590.0
3,590.0
4,388.0
5,295.0
6,0.0
7,590.0
8,0.0
9,0.0
10,337.0
11,0.0
12,590.0
13,0.0
14,590.0
15,590.0
16,590.0
17,295.0
18,0.0
19,470.0
20,590.0
21,0.0
22,0.0
23,0.0
24,177.0
25,590.0
26,578.0
27,590.0
28,590.0
29,0.0
30,270.0
31,59.0
32,59.0
33,0.0
34,590.0
35,0.0
36,0.0
37,0.0
38,0.0
39,588.0
40,0.0
41,354.0
42,590.0
43,118.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,590.0
51,0.0
52,531.0
53,0.0
54,285.0
55,0.0
56,588.0
57,0.0
58,0.0
59,0.0
60,585.0
61,0.0
62,588.0
63,0.0
64,590.0
65,354.0
66,0.0
67,413.0
68,177.0
69,590.0
70,590.0
71,568.0
72,0.0
73,0.0
74,0.0
75,590.0
76,94.0
77,0.0
78,531.0
79,590.0
80,59.0
81,590.0
82,0.0
83,0.0
84,413.0
85,276.0
86,0.0
87,55.0
88,0.0
89,590.0
90,0.0
91,590.0
92,583.0
93,0.0
94,0.0
95,59.0
96,49.0
97,413.0
98,590.0
99,0.0
